Nombre,Metodo_deteccion,Radio,Periodo_orbital,Indice_similitud_tierra,Distancia_estrella,Distancia_tierra,Radio_estrella,Ascension_recta,Declinacion
HD 95089 c,Radial Velocity,13.036576,1785.0,0.38775833,1.062666319018405,137.46,5.08,10.979927,1.729216
HD 95127 b,Radial Velocity,12.40681,482.0,0.075247506,0.39501349693251536,689.75,41.01,10.99308,43.814465
HD 95872 b,Radial Velocity,12.990362,4375.0,0.088604081,1.5825981595092027,72.37,0.84,11.057808,-21.906023
HD 96063 b,Radial Velocity,13.622607,362.5,0.15460061,0.3454108895705522,140.62,4.75,11.079016,-1.486782
HD 96127 b,Radial Velocity,12.04166,647.29999,0.077152609,0.4551840490797546,597.42,51.1,11.096097,44.301559
HD 96167 b,Radial Velocity,13.969625,498.04,0.30093322,0.5044490490797546,85.51,1.94,11.08752,-9.708699
HD 97658 b,Radial Velocity,2.3541,9.4909,0.26332394,0.025926342331288342,21.58,0.74,11.242546,25.710383999999998
HD 98219 b,Radial Velocity,13.363782,433.8,0.19202898,0.3877091411042945,114.07,4.6,11.296543,-22.024586000000003
HD 98649 b,Radial Velocity,12.653927,6022.9725,0.1173282,2.7606092024539883,42.22,1.01,11.347714,-22.782658
HD 98736 b,Radial Velocity,13.263677,968.8,0.21619639,0.5863812269938651,32.48,0.93,11.363707,18.190001
HD 99109 b,Radial Velocity,14.273013,439.29999,0.3513205,0.34186978527607365,54.88,0.98,11.404822,-0.47092399999999995
HD 99492 b,Radial Velocity,5.0237627,17.0431,0.19645114,0.037960122699386506,18.21,0.83,11.446189,3.006328
HD 99706 b,Radial Velocity,13.641803,841.0,0.25592989,0.6263420245398774,147.21,5.52,11.47506,43.966579
HD 99706 c,Radial Velocity,12.752715,1278.0,0.32665405,0.8695821165644172,147.21,5.52,11.47506,43.966579
HIP 105854 b,Radial Velocity,12.549308,184.2,0.09307773,0.24851595092024542,78.8,8.1210007,21.439688,-36.17057
HIP 107773 b,Radial Velocity,13.359012,144.3,0.074638458,0.22175337423312885,103.63,11.6,21.833369,-63.287459999999996
HIP 109384 b,Radial Velocity,13.499887,499.48,0.34069329,0.4002743558282209,56.2,0.8903222,22.160389,71.314331
HIP 109600 b,Radial Velocity,13.182254,232.08,0.37943756,0.2194413680981595,58.6,0.91888154,22.201739,29.065811
HIP 116454 b,Transit,2.4662,9.1205,0.25761765,0.024911482208588957,62.56,0.72,23.597025,0.445516
HIP 12961 b,Radial Velocity,13.180399,57.435,0.38018968,0.07779524539877301,23.39,0.65,2.7785796,-22.913389000000002
HIP 14810 b,Radial Velocity,12.96644,6.673892,0.074118583,0.021571016257668715,50.55,1.07,3.1872863,21.097358999999997
HIP 14810 c,Radial Velocity,13.604033,147.747,0.28384358,0.17046985276073623,50.55,1.07,3.1872863,21.097358999999997
HIP 14810 d,Radial Velocity,14.089972,981.8,0.26025046,0.6052755521472393,50.55,1.07,3.1872863,21.097358999999997
HIP 35173 b,Radial Velocity,3.6109693,41.516,0.2711924,0.06741644171779142,33.19,0.97,7.2696323,-2.33409
HIP 41378 b,Transit,0.0,15.572098,0.006768491,0.039438343558282206,106.61,1.34,8.44107,10.080378
HIP 41378 c,Transit,0.0,31.70648,0.017188062,0.06335573619631903,106.61,1.34,8.44107,10.080378
HIP 41378 d,Transit,0.0,1114.0,0.25311802,0.6796376380368098,106.61,1.34,8.44107,10.080378
HIP 41378 e,Transit,0.0,11.870525,0.2711924,0.031595092024539875,106.61,1.34,8.44107,10.080378
HIP 41378 f,Transit,0.0,1084.0,0.25672572,0.6673804294478527,106.61,1.34,8.44107,10.080378
HIP 5158 b,Radial Velocity,13.791378,345.72,0.31743996,0.3099165644171779,51.68,0.75,1.1005689,-21.546846000000002
HIP 5158 c,Radial Velocity,12.218803,9017.76,0.077494171,2.385110429447853,51.68,0.75,1.1005689,-21.546846000000002
HIP 54373 b,Radial Velocity,2.8739157,7.76,0.2711924,0.019711656441717792,18.73,0.97,11.124363,-18.708510999999998
HIP 54373 c,Radial Velocity,3.5671391,15.144,0.2711924,0.03097546012269939,18.73,0.97,11.124363,-18.708510999999998
HIP 57274 b,Radial Velocity,2.4020004,8.1352,0.26242461,0.021859969325153373,25.88,0.78,11.744713,30.959293
HIP 57274 c,Radial Velocity,14.209667,32.03,0.18677761,0.05466947852760737,25.88,0.78,11.744713,30.959293
HIP 57274 d,Radial Velocity,14.160507,431.7,0.2429949,0.32110874233128833,25.88,0.78,11.744713,30.959293
HIP 63242 b,Radial Velocity,12.487126,124.6,0.076658517,0.17789700920245402,157.16,11.149625,12.958878,-64.353539
HIP 65407 b,Radial Velocity,14.29039,28.125,0.10836744,0.05482656441717792,55.5,0.92841334,13.405845,48.885094
HIP 65407 c,Radial Velocity,13.914824,67.3,0.19108999,0.09763042944785276,55.5,0.92841334,13.405845,48.885094
HIP 65426 b,Imaging,16.815,11.870525,0.056600465,28.220858895705522,111.4,1.77,13.410028,-50.495541
HIP 65891 b,Radial Velocity,12.722982,1084.5,0.21830815,0.8692467791411043,136.05,8.93,13.507021,-57.335644
HIP 67537 b,Radial Velocity,12.383214,2556.5,0.34569819,1.7682777607361964,112.6,8.69,13.838722,-38.099144
HIP 67851 b,Radial Velocity,13.572908,88.9,0.078490591,0.1412806748466258,65.96,5.92,13.897795,-34.685638000000004
HIP 67851 c,Radial Velocity,12.724853,2131.8,0.39089745,1.1887113496932515,65.96,5.92,13.897795,-34.685638000000004
HIP 70849 b,Radial Velocity,12.498012,17337.5,0.2711924,7.799433435582823,24.07,0.97,14.488491,-45.536182
HIP 71135 b,Radial Velocity,4.5493331,87.19,0.2711924,0.10502661042944786,32.36,0.97,14.54784,-51.353729
HIP 74890 b,Radial Velocity,13.246413,822.3,0.26709595,0.6457499999999999,91.49,5.77,15.304814,-40.57943
HIP 78530 b,Imaging,11.992551,11.870525,0.2711924,226.99386503067487,156.7,0.97,16.032072,-20.019611
HIP 79098 AB b,Imaging,12.053424,11.870525,0.2711924,105.82822085889572,146.3,0.97,16.145479,-22.314585
HIP 79431 b,Radial Velocity,13.324471,111.7,0.26884722,0.11507300613496935,14.54,0.54,16.211605,-17.124496
HIP 8541 b,Radial Velocity,12.771786,1560.2,0.28395463,0.8698895705521473,168.63,7.83,1.8350918,-53.535038
HIP 91258 b,Radial Velocity,13.714527,5.0505,0.071289786,0.018408588957055216,45.95,0.89,18.614765,61.702503
HIP 97233 b,Radial Velocity,12.066526,1058.8,0.29801341,0.9277384969325153,102.58,5.34,19.761465,0.696645
HN Peg b,Imaging,11.78171,11.870525,0.074924735,237.11656441717793,18.13,1.04,21.742038,14.771939000000001
HR 2562 b,Imaging,12.4431,11.870525,0.2711924,6.226993865030676,34.04,0.97,6.8336155,-59.750854
HR 810 b,Radial Velocity,13.278911,302.79999,0.34929904,0.28497423312883435,17.33,1.13,2.7092963,-49.199707000000004
HR 858 b,Transit,2.08506,3.58599,0.25172086,0.015386503067484665,31.99,1.31,2.8656241,-29.18548
HR 858 c,Transit,1.93933,5.97293,0.26030067,0.021048027607361967,31.99,1.31,2.8656241,-29.18548
HR 858 d,Transit,2.16353,11.23,0.25246562,0.032737987730061355,31.99,1.31,2.8656241,-29.18548
HR 8799 b,Imaging,13.452,170000.0,0.2711924,20.858895705521473,39.4,0.97,23.124645,21.134251
HR 8799 c,Imaging,13.452,69000.0,0.2711924,11.656441717791411,39.4,0.97,23.124645,21.134251
HR 8799 d,Imaging,13.452,37000.0,0.2711924,7.361963190184049,39.4,0.97,23.124645,21.134251
HR 8799 e,Imaging,13.1157,11.870525,0.2711924,5.087269938650307,39.4,0.97,23.124645,21.134251
IC 4651 9122 b,Radial Velocity,12.695699,734.0,0.2711924,0.6352808588957055,879.38,13.170721,17.413909,-48.051083000000006
K2-10 b,Transit,3.84503,19.3044,0.20467836,0.04402581901840491,274.48,0.98,11.474798,1.690636
K2-100 b,Transit,3.5872,1.673833,0.18873969,0.009079754601226994,190.04,1.22,8.6400843,20.106064
K2-101 b,Transit,1.99538,14.677286,0.3133867,0.03356746319018405,189.33,0.73,8.6896062,18.933874
K2-102 b,Transit,1.30036,9.915615,0.32911591,0.025517298773006136,189.17,0.71,8.6704035,19.778810999999997
K2-104 b,Transit,1.96175,1.974238,0.27702315,0.007083788343558282,190.21,0.49,8.6424504,19.773829
K2-105 b,Transit,3.37421,8.267704,0.2072188,0.02441717791411043,199.28,0.91,8.3613524,13.49753
K2-107 b,Transit,15.98546,3.313959,0.057637765,0.014570552147239265,696.95,1.81,18.999026,-21.706598
K2-108 b,Transit,5.33596,4.733999,0.14460979,0.017822085889570554,484.99,1.76,8.2254587,16.419609
K2-11 b,Transit,7.55554,39.93767,0.11193462,0.06923312883435584,332.46,5.15,11.269468,1.9868400000000002
K2-110 b,Transit,2.55588,13.86387,0.27636471,0.03150306748466258,116.84,0.71,13.823303,-11.715509
K2-111 b,Transit,1.9057,5.35117,0.26289272,0.01904907975460123,201.51,1.23,3.9926505,21.298685000000003
K2-113 b,Transit,12.14043,5.817685,0.076103864,0.01969325153374233,649.75,1.24,1.2966191,6.868895
K2-114 b,Transit,10.67192,11.391013,0.10514681,0.029263803680981595,484.8,0.84,8.5255314,11.922265
K2-115 b,Transit,12.06196,20.272615,0.10321497,0.04386503067484662,418.58,0.88,8.4368967,12.281936
K2-116 b,Transit,0.69502,4.655411,0.3034387,0.014750429447852762,49.46,0.67,22.410109,-10.421309
K2-117 b,Transit,2.02901,1.2916,0.26319595,0.005797546012269939,101.95,0.51,8.9237126,10.469131
K2-117 c,Transit,2.06264,5.444017,0.31598612,0.015092024539877302,101.95,0.51,8.9237126,10.469131
K2-118 b,Transit,2.54467,50.92092,0.47333689,0.07665644171779142,324.7,0.73,8.8084599,15.655983
K2-119 b,Transit,2.53346,7.727283,0.25622496,0.02141104294478528,369.66,0.71,8.8006495,16.901854
K2-12 b,Transit,2.33168,8.28212,0.24660991,0.02460122699386503,329.36,1.01,11.546136,2.244884
K2-120 b,Transit,2.00659,9.562742,0.30793134,0.024160858895705524,289.54,0.67,8.8095331,17.190685000000002
K2-121 b,Transit,7.49949,5.185761,0.12690273,0.016104294478527608,170.37,0.68,8.4624486,17.579397
K2-122 b,Transit,1.21068,2.219282,0.30304144,0.00874233128834356,72.19,0.6,8.4317545,20.35957
K2-123 b,Transit,2.75766,30.951524,0.51326925,0.05058282208588957,162.36,0.59,8.962946,21.453533
K2-124 b,Transit,2.90339,6.413651,0.33491963,0.015030674846625769,140.4,0.39,8.9094131,23.132891
K2-125 b,Transit,2.17474,21.750264,0.67474144,0.037235337423312885,124.6,0.4,13.609475,-13.052397
K2-126 b,Transit,1.97296,7.385655,0.29762375,0.02012269938650307,103.29,0.65,13.56977,-12.423072
K2-127 b,Transit,8.37387,3.588163,0.11116518,0.012607361963190185,723.97,0.66,13.805226,-10.411021
K2-128 b,Transit,1.42367,5.675819,0.30143749,0.01763226993865031,115.01,0.78,13.629178,-7.402935
K2-129 b,Transit,1.04253,8.239493,0.52222746,0.017632407975460125,27.82,0.36,19.276555,-24.355036000000002
K2-13 b,Transit,1.89449,39.91488,0.3566964,0.06484662576687117,345.76,0.78,11.343703,2.502696
K2-130 b,Transit,1.25552,2.49412,0.29634804,0.009957791411042947,118.41,0.74,19.351352,-18.309193
K2-131 b,Transit,1.70392,0.36931,0.26964828,0.002914110429447853,153.7,0.75,12.183438,-8.234782
K2-132 b,Transit,14.573,9.1751,0.063143798,0.026988189263803683,620.41,3.85,12.144427,-7.252825
K2-133 b,Transit,1.3452,3.07133,0.32619918,0.009797546012269941,75.2,0.46,4.6765714,25.010006
K2-133 c,Transit,1.60303,4.86784,0.34663533,0.013315950920245399,75.2,0.46,4.6765714,25.010006
K2-133 d,Transit,2.00659,11.02454,0.44126344,0.02296625766871166,75.2,0.46,4.6765714,25.010006
K2-133 e,Transit,1.72634,26.5841,0.71495376,0.04128834355828221,75.2,0.46,4.6765714,25.010006
K2-136 b,Transit,0.98648,7.975292,0.33547279,0.021778751840490797,59.35,0.66,4.4941642,22.882721
K2-136 c,Transit,2.9146,17.307137,0.31267479,0.03663029447852761,59.35,0.66,4.4941642,22.882721
K2-136 d,Transit,1.44609,25.575065,0.45766781,0.04758634969325154,59.35,0.66,4.4941642,22.882721
K2-137 b,Transit,0.88559,0.179715,0.29343151,0.0017791411042944786,99.15,0.44,12.458049,-5.8047759999999995
K2-138 b,Transit,1.5694,2.35322,0.27833739,0.011210034355828222,183.0,0.86,23.26327,-9.150304
K2-138 c,Transit,2.52225,3.55987,0.23410184,0.014261106748466259,183.0,0.86,23.26327,-9.150304
K2-138 d,Transit,2.65677,5.40478,0.23119236,0.019138734355828222,183.0,0.86,23.26327,-9.150304
K2-138 e,Transit,3.29574,8.26144,0.2111009,0.025135965644171778,183.0,0.86,23.26327,-9.150304
K2-138 f,Transit,2.81371,12.75759,0.23984843,0.03411339570552147,183.0,0.86,23.26327,-9.150304
K2-139 b,Transit,9.11373,28.380619,0.15057923,0.055092024539877306,154.6,0.88,19.271103,-16.089312000000003
K2-14 b,Transit,4.80909,8.36802,0.263236,0.01923312883435583,367.72,0.45,11.870469,2.5942450000000004
K2-140 b,Transit,12.25253,6.56918,0.077813671,0.02107361963190184,341.6,0.99,12.54249,-8.39236
K2-141 b,Transit,1.51335,0.2803244,0.27871225,0.0022934290490797546,61.98,0.68,23.394437,-0.810726
K2-141 c,Transit,6.99504,7.7485,0.14374756,0.020966365950920246,61.98,0.68,23.394437,-0.810726
K2-146 b,Transit,2.05143,2.6446,0.31751544,0.007997762576687117,79.31,0.33,8.6684524,19.092878
K2-146 c,Transit,2.18595,4.00498,0.35420005,0.010489381901840492,79.31,0.33,8.6684524,19.092878
K2-147 b,Transit,1.37883,0.961917,0.291111,0.004877300613496933,88.0,0.55,19.58888,-27.502167
K2-148 b,Transit,1.33399,4.38395,0.31438839,0.013926380368098162,121.0,0.63,0.96785478,0.193155
K2-148 c,Transit,1.72634,6.9226,0.31881468,0.018895705521472395,121.0,0.63,0.96785478,0.193155
K2-148 d,Transit,1.63666,9.7579,0.35115072,0.02374233128834356,121.0,0.63,0.96785478,0.193155
K2-149 b,Transit,1.63666,11.332,0.41910857,0.025460122699386505,118.0,0.57,0.6547933,7.2771
K2-15 b,Transit,2.47741,11.8104,0.26804078,0.027914110429447855,501.03,0.68,11.874054,4.254747
K2-150 b,Transit,1.99538,10.59357,0.47615343,0.022300613496932516,110.0,0.44,1.2229451,8.987539
K2-151 b,Transit,1.49093,3.835476,0.33402811,0.011441717791411043,69.61,0.45,1.2869684,9.501381
K2-152 b,Transit,2.28684,32.6479,0.54901654,0.052638036809815957,108.7,0.61,12.108854,-4.1725900000000005
K2-153 b,Transit,1.99538,7.51574,0.34033121,0.01883435582822086,143.6,0.53,12.253947,2.020953
K2-154 b,Transit,1.99538,3.67626,0.2764549,0.012423312883435584,129.8,0.63,12.600101,-1.3305190000000002
K2-154 c,Transit,2.07385,7.95486,0.30908616,0.02076687116564417,129.8,0.63,12.600101,-1.3305190000000002
K2-155 b,Transit,1.80481,6.342,0.30625106,0.017239263803680984,82.0,0.58,4.36458,21.3536
K2-155 c,Transit,2.60072,13.85,0.3315287,0.029018404907975463,82.0,0.58,4.36458,21.3536
K2-155 d,Transit,1.9057,40.718,0.61254915,0.059417177914110435,82.0,0.58,4.36458,21.3536
K2-156 b,Transit,1.15463,0.81314,0.29286912,0.0045705521472392645,150.4,0.66,12.180013,-5.705795
K2-157 b,Transit,1.05374,0.365257,0.29287171,0.003004232791411043,300.88,0.88,12.25009,-4.218009
K2-158 b,Transit,2.64556,10.06049,0.23770176,0.027208588957055215,198.2,0.95,11.996,-4.278291
K2-158 c,Transit,1.27794,5.90279,0.2949347,0.019079754601226996,198.2,0.95,11.996,-4.278291
K2-159 b,Transit,2.26442,12.42205,0.26647619,0.031073619631901844,171.9,0.83,12.03606,-2.419277
K2-16 b,Transit,2.0178,7.6188,0.2711924,0.020460122699386504,338.19,0.97,11.673151,4.55734
K2-16 c,Transit,2.54467,19.07863,0.2711924,0.037699386503067485,338.19,0.97,11.673151,4.55734
K2-160 b,Transit,3.18364,3.705871,0.20595139,0.014276689263803682,318.19,0.91,12.270306,-2.446918
K2-161 b,Transit,6.12066,9.283188,0.13138876,0.026422168404907978,941.09,2.57,12.252923,-2.504388
K2-162 b,Transit,1.43488,9.45889,0.31821441,0.024386503067484664,125.1,0.69,12.402578,-0.888649
K2-163 b,Transit,2.4662,6.673117,0.24994759,0.019992655214723928,209.67,0.76,12.15529,0.539055
K2-164 b,Transit,3.2509,17.355066,0.20477972,0.04251447546012271,379.64,2.2,11.462245,0.06284000000000001
K2-165 b,Transit,1.27794,2.354992,0.29122831,0.009984146319018406,135.1,0.8,12.326689,0.968397
K2-165 c,Transit,1.55819,4.382745,0.28429216,0.015105975766871166,135.1,0.8,12.326689,0.968397
K2-165 d,Transit,2.64556,14.101361,0.25888423,0.03292243865030675,135.1,0.8,12.326689,0.968397
K2-166 b,Transit,2.18595,8.52695,0.2711924,0.026319018404907978,481.0,0.97,12.345887,2.282436
K2-167 b,Transit,2.82492,9.977481,0.21943588,0.028000940797546014,81.08,1.83,22.438386,-17.988829
K2-168 b,Transit,1.86086,15.8523,0.29419878,0.03629507668711657,245.56,0.83,22.207327,-15.658244999999999
K2-169 b,Transit,1.27794,6.380803,0.29638736,0.020578825153374232,237.35,0.92,22.46962,-13.400618999999999
K2-17 b,Transit,2.23079,17.96753,0.36622763,0.036503067484662574,125.56,0.66,11.888652,6.412261
K2-170 b,Transit,1.42367,7.576544,0.29034378,0.022840019325153376,397.26,0.98,22.363382,-13.406714
K2-170 c,Transit,1.80481,12.400047,0.27964665,0.03171985889570552,397.26,0.98,22.363382,-13.406714
K2-171 b,Transit,2.6904,5.628466,0.22450254,0.018267620858895706,616.41,1.72,22.156056,-12.571135
K2-172 b,Transit,1.67029,14.316941,0.29708261,0.034542447852760734,251.51,0.87,22.353893,-11.4431
K2-172 c,Transit,3.20606,29.62682,0.26191177,0.056093125766871164,251.51,0.87,22.353893,-11.4431
K2-173 b,Transit,1.60303,5.868699,0.28247928,0.018713171779141106,230.14,0.84,4.0249969,15.625037
K2-174 b,Transit,2.60072,19.562307,0.33877609,0.038650306748466264,100.1,0.68,4.0528564,16.347445999999998
K2-175 b,Transit,2.04022,9.525988,0.25760249,0.027757103680981596,249.01,1.42,3.5002387,17.584191999999998
K2-176 b,Transit,1.49093,5.329439,0.28748943,0.017938614723926383,249.01,0.86,3.8846112,17.907072
K2-177 b,Transit,2.11869,14.155185,0.25985267,0.037425199386503065,499.02,1.21,3.6819712,20.736078000000003
K2-178 b,Transit,3.55357,8.747818,0.20158161,0.025049534049079756,216.08,0.89,3.5259257,22.43487
K2-179 b,Transit,2.51104,5.172191,0.2416688,0.016801430981595093,191.84,0.77,3.9197934,23.756807
K2-18 b,Transit,2.36531,32.939623,0.71198647,0.04471104294478528,38.07,0.41,11.504031,7.588391
K2-18 c,Radial Velocity,2.6499429,8.962,0.3852748,0.020437730061349697,38.07,0.41,11.504031,7.588391
K2-180 b,Transit,2.30926,8.867209,0.25871913,0.023098159509202458,204.51,0.72,8.4309295,10.246967999999999
K2-181 b,Transit,2.83613,6.894256,0.22229883,0.02165644171779141,364.82,1.07,8.5036025,10.910294
K2-182 b,Transit,2.75766,4.736837,0.22807504,0.016226993865030678,155.9,0.8,8.678689,10.982941
K2-183 b,Transit,2.60072,0.469269,0.22638849,0.003537807055214724,331.77,0.97,8.3338108,14.019461000000002
K2-183 c,Transit,2.86976,10.792635,0.22863701,0.028588957055214727,331.77,0.97,8.3338108,14.019461000000002
K2-183 d,Transit,2.85855,22.631964,0.25181568,0.046840490797546014,331.77,0.97,8.3338108,14.019461000000002
K2-184 b,Transit,1.54698,16.995731,0.32643199,0.037699386503067485,75.79,0.78,8.6093408,14.461936
K2-185 b,Transit,1.31157,10.616646,0.3018565,0.028797771165644172,270.41,0.91,8.6839777,14.69032
K2-186 b,Transit,3.17243,41.474219,0.27048728,0.07238982208588957,333.84,0.98,9.0223322,18.825454999999998
K2-187 b,Transit,1.30036,0.77392,0.28744073,0.0050306748466257675,333.51,0.92,8.8349075,23.1926
K2-187 c,Transit,1.80481,2.872042,0.26739756,0.012024539877300613,333.51,0.92,8.8349075,23.1926
K2-187 d,Transit,3.17243,7.14921,0.21218355,0.022085889570552148,333.51,0.92,8.8349075,23.1926
K2-187 e,Transit,2.37652,13.609878,0.25927772,0.03392638036809816,333.51,0.92,8.8349075,23.1926
K2-188 b,Transit,1.3452,1.742169,0.28599543,0.008865030674846626,452.9,1.19,8.6542424,23.357481
K2-188 c,Transit,2.82492,7.810253,0.22136986,0.024079754601226997,452.9,1.19,8.6542424,23.357481
K2-189 b,Transit,1.52456,2.588309,0.28065217,0.011073619631901841,243.93,0.87,13.574754,-14.963641
K2-189 c,Transit,2.49983,6.679195,0.2401712,0.020858895705521477,243.93,0.87,13.574754,-14.963641
K2-19 b,Transit,7.74611,7.9194,0.11749348,0.022699386503067485,292.14,0.86,11.664021,0.603575
K2-19 c,Transit,4.86514,11.90715,0.17207804,0.029785276073619634,292.14,0.86,11.664021,0.603575
K2-19 d,Transit,1.14342,2.50856,0.29420463,0.010552147239263805,292.14,0.86,11.664021,0.603575
K2-190 b,Transit,1.35641,10.098858,0.29929913,0.027074117177914112,161.42,0.91,13.6909,-12.839103999999999
K2-190 c,Transit,1.09858,21.574023,0.33156659,0.0449083282208589,161.42,0.91,13.6909,-12.839103999999999
K2-191 b,Transit,1.58061,2.858646,0.27960498,0.011672029447852762,289.57,0.84,13.442612,-11.193432
K2-192 b,Transit,1.52456,4.162817,0.28535246,0.015030674846625769,223.99,0.81,13.772152,-10.443747
K2-193 b,Transit,3.94592,14.786889,0.19394745,0.03631901840490798,416.91,0.98,13.682471,-10.990704
K2-194 b,Transit,3.64325,39.721386,0.22147816,0.07234622699386503,640.65,1.28,13.640596,-7.07285
K2-195 b,Transit,3.12759,15.852975,0.22372758,0.03705521472392639,317.83,0.99,13.322101,-7.49052
K2-195 c,Transit,2.5783,28.482786,0.26966397,0.05483479447852761,317.83,0.99,13.322101,-7.49052
K2-196 b,Transit,3.59841,48.324222,0.21906708,0.08366706748466259,594.09,1.54,13.363757,-7.5282789999999995
K2-197 b,Transit,2.55588,8.357881,0.23860001,0.024723926380368102,249.59,0.93,13.492911,-6.625998
K2-198 b,Transit,4.19254,17.042868,0.21342229,0.03689921165644172,110.91,0.76,13.256255,-5.535114
K2-198 c,Transit,1.42367,3.3596055,0.28819577,0.012498200000000001,110.91,0.76,13.256255,-5.535114
K2-198 d,Transit,2.44378,7.4500177,0.24941493,0.021253322085889575,110.91,0.76,13.256255,-5.535114
K2-199 b,Transit,1.87207,3.225338,0.27130317,0.011809815950920247,107.97,0.68,13.926781,-5.863856999999999
K2-199 c,Transit,2.78008,7.374694,0.2471502,0.02049079754601227,107.97,0.68,13.926781,-5.863856999999999
K2-200 b,Transit,1.36762,2.849883,0.28906653,0.011472976993865031,185.09,0.79,13.483441,-3.389772
K2-201 b,Transit,1.40125,1.05979,0.28396844,0.006154539570552148,199.05,0.88,19.570716,-22.868965
K2-201 c,Transit,3.28453,22.779878,0.24360685,0.04757914417177914,199.05,0.88,19.570716,-22.868965
K2-202 b,Transit,2.29805,3.405164,0.2438342,0.013447489570552149,302.99,0.91,18.884286,-21.592966
K2-203 b,Transit,1.36762,9.695101,0.31302999,0.025227209509202455,166.93,0.76,0.85158278,-0.804109
K2-204 b,Transit,3.04912,7.055784,0.21229032,0.022152832515337426,586.87,1.18,1.1588349,0.5176200000000001
K2-205 b,Transit,1.99538,26.672263,0.28553969,0.05267118404907976,409.95,1.08,1.0144992,0.42599600000000004
K2-206 b,Transit,2.79129,18.294549,0.27496967,0.038522588957055216,246.14,0.76,0.75042091,0.593257
K2-207 b,Transit,2.60072,12.48749,0.24493364,0.03164594171779141,366.84,0.93,0.77998031,0.6407959999999999
K2-208 b,Transit,1.6815,4.190948,0.27564363,0.015228639877300616,258.76,0.86,1.3852732,0.889177
K2-209 b,Transit,0.86317,2.080615,0.29620393,0.008847698773006136,76.67,0.71,0.97937878,1.383812
K2-21 b,Transit,1.83844,9.325038,0.32428845,0.02342944785276074,83.85,0.65,22.686913,-13.511013
K2-21 c,Transit,2.48862,15.50192,0.34025562,0.03354581288343558,83.85,0.65,22.686913,-13.511013
K2-210 b,Transit,0.81833,0.570233,0.28980857,0.003999514723926381,177.39,0.85,1.1760625,1.578266
K2-211 b,Transit,1.37883,0.669558,0.28462519,0.004401948466257669,274.39,0.82,1.4070636,1.7049539999999999
K2-212 b,Transit,2.52225,9.79551,0.28969334,0.024079754601226997,109.32,0.65,1.2282272,3.0969360000000004
K2-213 b,Transit,1.51335,8.13087,0.28450558,0.024822445398773006,394.05,1.2,0.87602038,3.507705
K2-214 b,Transit,2.43257,8.596802,0.23910666,0.02558282208588957,303.28,1.27,0.99173852,4.227798
K2-215 b,Transit,2.11869,8.269648,0.25825236,0.024544261656441718,408.67,0.97,1.2313392,6.123901999999999
K2-216 b,Transit,1.74876,2.1748,0.27270579,0.008588957055214725,115.84,0.72,0.76534997,6.346971
K2-217 b,Transit,3.57599,14.074524,0.19698245,0.03611702760736196,386.01,1.33,0.75322617,6.481562
K2-218 b,Transit,2.56709,8.679885,0.23669035,0.025765053067484667,398.41,1.01,0.85397731,6.8464599999999995
K2-219 b,Transit,1.3452,3.901287,0.28766839,0.014972601840490799,328.42,1.19,0.85635398,8.86764
K2-219 c,Transit,1.43488,6.66767,0.28656269,0.021403004601226995,328.42,1.19,0.85635398,8.86764
K2-219 d,Transit,2.5783,11.137278,0.23607586,0.030130850613496934,328.42,1.19,0.85635398,8.86764
K2-22 b,Transit,2.49983,0.381078,0.23230327,0.002699386503067485,245.53,0.57,11.298855,2.6190700000000002
K2-220 b,Transit,2.38773,13.683256,0.25229932,0.03386503067484663,234.92,1.02,0.85132418,9.516806
K2-221 b,Transit,1.6815,2.399094,0.27237636,0.010791883435582822,321.63,0.95,1.1103322,10.189687000000001
K2-222 b,Transit,2.38773,15.387063,0.2490976,0.037147239263803686,101.59,1.09,1.0974854,11.753423
K2-223 b,Transit,0.88559,0.50565,0.29181643,0.003895705521472393,201.1,0.99,12.353744,-9.717963
K2-223 c,Transit,1.5694,4.56327,0.27981377,0.01684049079754601,201.1,0.99,12.353744,-9.717963
K2-224 b,Transit,1.55819,4.47904,0.28206402,0.015828220858895705,277.7,0.84,12.64694,-9.939345999999999
K2-224 c,Transit,2.41015,10.09489,0.25085963,0.027177914110429448,277.7,0.84,12.64694,-9.939345999999999
K2-225 b,Transit,3.48631,15.87209,0.19939327,0.04110429447852761,360.3,1.7,12.436087,-8.375195999999999
K2-226 b,Transit,1.53577,3.27108,0.28094751,0.01266871165644172,211.2,0.91,12.243051,-8.437358
K2-227 b,Transit,1.67029,13.621832,0.29303251,0.03365297852760737,188.22,0.89,12.729899,-7.521764
K2-228 b,Transit,1.21068,2.69828,0.29823369,0.010368098159509202,142.4,0.65,12.48632,-5.165742000000001
K2-229 b,Transit,1.14342,0.58426,0.29185453,0.00401840490797546,103.8,0.79,12.458218,-5.2781389999999995
K2-229 c,Transit,2.02901,8.32727,0.27069342,0.023588957055214726,103.8,0.79,12.458218,-5.2781389999999995
K2-230 b,Transit,1.96175,2.86041,0.25758647,0.01254601226993865,548.9,1.39,12.757548,-5.423891
K2-231 b,Transit,2.49983,13.841901,0.2499369,0.03471599079754601,295.0,0.95,19.272789,-14.228891999999998
K2-232 b,Transit,11.21,11.168454,0.084700676,0.03282413496932516,131.21,1.16,4.9177676,18.654535
K2-233 b,Transit,1.40125,2.46746,0.28827934,0.010174846625766872,67.64,0.74,15.365333,-19.768316000000002
