Nombre,Metodo_deteccion,Radio,Periodo_orbital,Indice_similitud_tierra,Distancia_estrella,Distancia_tierra,Radio_estrella,Ascension_recta,Declinacion
11 Com b,Radial Velocity,12.082709,326.03,0.083813263,0.40626312883435584,93.37,19.0,12.345286,17.792868000000002
11 UMi b,Radial Velocity,12.229641,516.21997,0.082414476,0.47082699386503074,125.72,29.79,15.28497,71.823898
14 And b,Radial Velocity,12.848516,185.84,0.081917127,0.25460122699386506,75.59,11.0,23.521506,39.236198
14 Her b,Radial Velocity,12.865261,1773.4,0.14524062,0.960294018404908,17.94,0.93,16.173421,43.817646
16 Cyg B b,Radial Velocity,13.421749,798.5,0.36862709,0.6269300613496932,21.15,1.13,19.697771,50.517525
18 Del b,Radial Velocity,12.424038,993.3,0.21617437,0.8000981595092025,76.38,8.5,20.973872,10.839286000000001
1RXS J160929.1-210524 b,Imaging,12.56295,11.870525,0.2711924,101.22699386503068,145.0,0.97,16.158419,-20.916964
24 Boo b,Radial Velocity,13.823874,30.3506,0.065684936,0.05833361349693252,96.25,10.64,14.477171,49.844852
24 Sex b,Radial Velocity,13.35605,452.8,0.17730446,0.4105517484662577,72.21,4.9,10.391215,0.902244
24 Sex c,Radial Velocity,13.858291,883.0,0.2724776,0.6648662576687117,72.21,4.9,10.391215,0.902244
2MASS J01225093-2439505 b,Imaging,11.959259,11.870525,0.2711924,15.950920245398773,36.0,0.97,1.3808163,-23.335951
2MASS J02192210-3925225 b,Imaging,16.1424,11.870525,0.056530021,47.85276073619632,39.4,0.28,2.3228072,-38.577072
2MASS J04414489+2301513 b,Imaging,12.598676,11.870525,0.2711924,4.601226993865031,140.0,0.97,4.6958051,23.030941
2MASS J12073346-3932539 b,Imaging,12.952003,11.870525,0.2711924,14.110429447852761,64.42,0.97,12.125964,-38.451668000000005
2MASS J19383260+4603591 b,Eclipse Timing Variations,13.383276,416.0,0.2711924,0.28220858895705525,400.77,0.97,19.642392,46.066418
2MASS J21402931+1625183 A b,Imaging,10.3132,7336.5,0.084157251,1.0094492331288345,25.0,0.12,21.674812,16.421759
2MASS J22362452+4751425 b,Imaging,12.318663,11.870525,0.2711924,70.5521472392638,74.0,0.97,22.606815,47.86182
30 Ari B b,Radial Velocity,12.26437,335.10001,0.30089651,0.31645076687116563,44.71,1.41,2.6160391,24.648063999999998
4 UMa b,Radial Velocity,12.629095,269.3,0.076992961,0.29177344785276077,73.58,18.11,8.6702275,64.327934
42 Dra b,Radial Velocity,12.969374,479.1,0.07908401,0.3913858895705522,90.86,22.03,18.433094,65.563484
47 UMa b,Radial Velocity,13.215704,1078.0,0.31106267,0.6445015950920245,13.8,1.23,10.991105,40.430256
47 UMa c,Radial Velocity,14.144978,2391.0,0.17714066,1.109597300613497,13.8,1.23,10.991105,40.430256
47 UMa d,Radial Velocity,13.470213,14002.0,0.079493064,3.603828220858896,13.8,1.23,10.991105,40.430256
51 Eri b,Imaging,0.0,11688.0,0.2711924,4.053680981595092,29.4,0.97,4.6267036,-1.526452
51 Peg b,Radial Velocity,14.228992,4.230785,0.065394653,0.016167010122699388,15.47,1.2,22.957773,20.768833
55 Cnc b,Radial Velocity,13.879517,14.65152,0.088599759,0.03534591104294479,12.59,0.94,8.8766149,28.330818
55 Cnc c,Radial Velocity,8.5133162,44.4175,0.19669217,0.07405652760736196,12.59,0.94,8.8766149,28.330818
55 Cnc d,Radial Velocity,12.969667,4825.0,0.08875056,1.6883415030674849,12.59,0.94,8.8766149,28.330818
55 Cnc e,Radial Velocity,1.9057,0.736539,0.2598972,0.004736196319018405,12.59,0.94,8.8766149,28.330818
55 Cnc f,Radial Velocity,7.5885086,262.0,0.45748768,0.2529606901840491,12.59,0.94,8.8766149,28.330818
6 Lyn b,Radial Velocity,13.350175,934.3,0.28576359,0.6489638343558283,54.74,5.2,6.5130857,58.162632
61 Vir b,Radial Velocity,2.1061683,4.215,0.25355145,0.015509953067484665,8.51,0.96,13.306755,-17.688805
61 Vir c,Radial Velocity,4.4511957,38.021,0.22814035,0.06737162576687117,8.51,0.96,13.306755,-17.688805
61 Vir d,Radial Velocity,5.1078157,123.01,0.37195088,0.15495552147239267,8.51,0.96,13.306755,-17.688805
7 CMa b,Radial Velocity,13.232029,796.0,0.37834721,0.6063515337423313,19.82,2.3,6.6113997,-18.744122
70 Vir b,Radial Velocity,12.604921,116.688,0.14126541,0.15927897852760736,17.91,1.89,13.473837,13.778788
75 Cet b,Radial Velocity,13.116992,691.9,0.14524422,0.6485807975460123,83.15,10.5,2.5359503,-0.965104
8 UMi b,Radial Velocity,13.604033,93.4,0.070820113,0.15057730061349694,163.32,10.3,14.946766,74.900925
81 Cet b,Radial Velocity,12.792619,952.7,0.16929368,0.7831426380368098,101.53,11.0,2.628278,-2.603825
91 Aqr b,Radial Velocity,13.079797,181.4,0.078414548,0.21480219325153377,44.08,11.0,23.264861,-8.912263
AB Pic b,Imaging,12.277019,11.870525,0.2711924,79.75460122699387,50.12,0.97,6.3202538,-57.945690000000006
BD+03 2562 b,Radial Velocity,12.686905,481.9,0.076881824,0.40674846625766875,2618.0,32.35,11.837654,2.760142
BD+14 4559 b,Radial Velocity,13.742892,268.94,0.3690268,0.2493248466257669,49.42,0.86,21.226665,14.689387
BD+15 2375 b,Radial Velocity,13.730809,153.22,0.075857,0.1766872055214724,774.0,8.95,11.765479,14.616381
BD+15 2940 b,Radial Velocity,13.703559,137.48,0.068451851,0.17092582822085892,431.61,14.7,16.006372,15.54693
BD+20 2457 b,Radial Velocity,11.535801,379.63,0.077113291,0.3257093558282209,1670.85,71.02,10.279128,19.891409
BD+20 2457 c,Radial Velocity,12.319965,621.99,0.074902725,0.6265527607361965,1670.85,71.02,10.279128,19.891409
BD+20 274 b,Radial Velocity,12.924229,578.2,0.087983596,0.40756595092024545,1383.85,17.3,1.7280217,21.005314
BD+20 594 b,Transit,2.5783,41.6855,0.30796205,0.08560927300613497,180.39,1.08,3.5767313,20.599231999999997
BD+48 738 b,Radial Velocity,13.823874,392.6,0.089639787,0.3128834355828221,892.17,11.0,2.7140151,49.586960000000005
BD+48 740 b,Radial Velocity,13.448934,733.0,0.11328601,0.6720736196319019,678.94,10.33,2.7161714,48.930060999999995
BD+49 828 b,Radial Velocity,13.484857,2590.0,0.35395377,1.367254601226994,447.59,7.6,3.0427021,49.730011000000005
BD-06 1339 b,Radial Velocity,2.8664188,3.8728,0.23577592,0.013128834355828222,20.28,0.59026756,5.8834125,-4.005156
BD-06 1339 c,Radial Velocity,8.47229,125.94,0.41593589,0.1398471625766871,20.28,0.59026756,5.8834125,-4.005156
BD-08 2823 b,Radial Velocity,3.6130979,5.6,0.20503107,0.01861196319018405,41.38,0.71,10.013256,-8.483319999999999
BD-08 2823 c,Radial Velocity,12.521925,237.6,0.36057653,0.21235398773006134,41.38,0.71,10.013256,-8.483319999999999
BD-10 3166 b,Radial Velocity,14.089972,3.48777,0.06663348,0.012272392638036811,84.61,0.91,10.974667,-9.229624
BD-11 4672 b,Radial Velocity,14.156616,1667.0,0.083110123,0.700260736196319,27.3,0.52,18.558011,-10.363961
BD-13 2130 b,Radial Velocity,12.45239,714.29999,0.091453244,0.5204303680981596,948.75,19.17,7.6192309,-12.093361
BD-17 63 b,Radial Velocity,13.146629,655.59998,0.20149258,0.47097300613496934,34.49,0.74,0.47619616,-15.773655
CFBDSIR J145829+101343 b,Imaging,12.413529,10037.5,0.071553799,0.7975460122699387,23.1,0.10209745,14.974723,10.228611
CHXR 73 b,Imaging,12.31568,11.870525,0.2711924,64.41717791411044,191.05,0.97,11.107993,-76.37412300000001
CI Tau b,Radial Velocity,12.359231,8.9891,0.2711924,0.02583534294478528,158.0,0.97,4.5644488,22.841696
CT Cha b,Imaging,24.662,11.870525,0.2711924,134.96932515337423,165.0,0.97,11.069192,-75.544617
CoRoT-1 b,Transit,16.7029,1.5089557,0.055287801,0.00776218773006135,805.31,1.11,6.805326,-2.897853
CoRoT-10 b,Transit,10.8737,13.2406,0.10705569,0.03690719938650307,345.0,0.79,19.404248,0.746143
CoRoT-11 b,Transit,16.0303,2.99433,0.057585358,0.013374233128834357,560.0,1.37,18.712485,5.9376880000000005
CoRoT-12 b,Transit,16.1424,2.828042,0.057989717,0.0123492,1150.0,1.12,6.7177122,-0.703561
CoRoT-13 b,Transit,9.92085,4.03519,0.089452023,0.015644171779141104,1060.0,1.01,6.8480762,-4.913555000000001
CoRoT-14 b,Transit,12.2189,1.51214,0.073010313,0.008282208588957056,1340.0,1.21,6.8949478,-4.463963
CoRoT-16 b,Transit,13.1157,5.35227,0.071126858,0.019989266871165645,840.0,1.19,18.568314,-5.997405
CoRoT-17 b,Transit,11.4342,3.7681,0.077848461,0.01414110429447853,920.0,1.59,18.579951,-5.387766
CoRoT-18 b,Transit,14.6851,1.9000693,0.062762778,0.009078036809815952,870.0,1.0,6.5448277,0.031586
CoRoT-19 b,Transit,14.4609,3.89713,0.063296681,0.01590712055214724,770.0,1.65,6.4689058,0.170681
CoRoT-2 b,Transit,16.43386,1.7429935,0.056730355,0.008583699693251534,200.0,0.91,19.451805,1.3837139999999999
CoRoT-20 b,Transit,12.910854,9.24285,0.2711924,0.03241242331288344,864.31,0.97,6.5146942,0.226919
CoRoT-20 c,Radial Velocity,12.153122,1675.0,0.2711924,1.0496932515337425,864.31,0.97,6.5146942,0.226919
CoRoT-21 b,Transit,14.573,2.72474,0.062381207,0.012791411042944786,1398.83,1.95,6.7368304,0.29913
CoRoT-22 b,Transit,4.87635,9.75598,0.15972958,0.02830451963190184,592.0,1.14,18.711142,6.219136
CoRoT-23 b,Transit,11.7705,3.6313,0.075857806,0.014912392638036811,600.0,1.61,18.652175,4.357806
CoRoT-24 b,Transit,3.6993,5.1134,0.19411491,0.01717791411042945,600.0,0.86,6.7948368,-2.280699
CoRoT-24 c,Transit,4.9324,11.759,0.17922871,0.030061349693251537,600.0,0.86,6.7948368,-2.280699
CoRoT-25 b,Transit,12.1068,4.86069,0.075279299,0.017730061349693252,1000.0,1.19,18.708645,6.513829
CoRoT-26 b,Transit,14.1246,4.20474,0.064832669,0.016134969325153375,1670.0,1.79,18.650035,6.969787
CoRoT-27 b,Transit,11.28847,3.57532,0.079710894,0.014632072085889571,1035.15,1.08,18.566389,5.538462
CoRoT-28 b,Transit,10.70555,5.20851,0.083423344,0.01851736226993865,560.0,1.78,18.579224,5.573729999999999
CoRoT-29 b,Transit,10.089,2.85057,0.088633847,0.01188029846625767,765.0,0.9,18.593475,6.4796510000000005
CoRoT-3 b,Transit,11.3221,4.2568,0.078362194,0.017508716257668713,680.0,1.56,19.470352,0.12182
CoRoT-4 b,Transit,13.3399,9.20205,0.071916717,0.027607361963190184,741.6,1.17,6.8129779,0.672774
CoRoT-5 b,Transit,15.55948,4.0378962,0.059920464,0.015236304907975461,904.65,1.19,6.7518173,0.815239
CoRoT-6 b,Transit,13.07086,8.886593,0.074394253,0.026358128834355832,657.24,1.02,18.738169,6.663194000000001
CoRoT-7 b,Transit,1.6815,0.85359163,0.2711924,0.005055102760736197,160.64,0.83,6.7304087,-0.936967
CoRoT-7 c,Radial Velocity,2.8306203,3.698,0.22191743,0.01411042944785276,160.64,0.83,6.7304087,-0.936967
CoRoT-8 b,Transit,6.3897,6.21229,0.13742542,0.019325153374233132,380.0,0.77,19.439236,1.426452
CoRoT-9 b,Transit,11.94986,95.272656,0.2348433,0.12443446932515338,417.89,0.96,18.719115,6.204172
CoRoTID 223977153 b,Transit,6.3897,6.71837,0.13283036,0.021779141104294478,586.2,0.79,6.6796792,9.257431
DE CVn b,Eclipse Timing Variations,12.339484,4098.1,0.2711924,1.7638036809815951,30.55,0.97,13.448131,45.546302999999995
DENIS-P J082303.1-491201 b,Astrometry,11.879945,246.36,0.2711924,0.11700138036809817,20.77,0.97,8.3842038,-48.799640999999994
DH Tau b,Imaging,12.388146,11.870525,0.2711924,101.22699386503068,140.0,0.27,4.4948774,26.54952
DP Leo b,Eclipse Timing Variations,12.718338,10220.0,0.070085617,2.7033280674846627,305.06,0.01,11.287778,17.961417
DS Tuc A b,Transit,5.70589,8.138268,0.14622437,0.024364288957055214,44.12,0.96,23.660967,-68.804253
EPIC 201238110 b,Transit,1.87207,28.1656,0.2711924,0.041276156441717796,159.98,0.97,11.980396,-2.610611
EPIC 201497682 b,Transit,0.69502,2.13174,0.2711924,0.009151233435582823,254.88,0.97,11.262444,0.488114
EPIC 201615463 c,Transit,1.22189,3.80464,0.2711924,0.014961056134969326,481.0,0.97,12.345887,2.282436
EPIC 201754305 d,Transit,1.03132,2.71578,0.2711924,0.010223037116564417,338.19,0.97,11.673151,4.55734
EPIC 201833600 c,Transit,0.99769,3.96151,0.2711924,0.01274409693251534,259.33,0.97,11.298909,5.988378
EPIC 201841433 b,Transit,1.09858,4.16959,0.2711924,0.014433916257668713,441.94,0.97,11.680452,6.134857
EPIC 205950854 c,Transit,1.31157,8.050722,0.30040596,0.02310340920245399,245.56,0.83,22.207327,-15.658244999999999
EPIC 206024342 b,Transit,1.70392,4.50756,0.2711924,0.015986274846625768,373.81,0.97,22.085149,-13.878335
EPIC 206032309 b,Transit,1.0089,2.87814,0.2711924,0.007331183742331289,162.09,0.97,22.749381,-12.099079
EPIC 206042996 b,Transit,1.62545,5.29711,0.2711924,0.015033056441717794,457.27,0.97,22.500907,-12.389887
EPIC 206215704 b,Transit,0.8968,2.25372,0.2711924,0.007664547852760736,110.22,0.97,22.339656,-8.490469
EPIC 206317286 b,Transit,0.96406,1.58252,0.2711924,0.007271279754601228,317.2,0.97,22.50784,-6.027594
EPIC 211822797 b,Transit,1.98417,21.169861,0.47295382,0.040256380368098164,187.19,0.57,8.6940251,17.640005
EPIC 211945201 b,Transit,5.76194,19.49221,0.14598589,0.04579754601226994,182.69,1.39,9.1049321,19.402251999999997
EPIC 212297394 b,Transit,1.32278,2.28943,0.2711924,0.009797972699386504,423.35,0.97,13.813749,-16.390095
EPIC 212424622 b,Transit,2.17474,18.0983,0.2711924,0.04283756748466258,622.67,0.97,13.488762,-13.640537
EPIC 212499991 b,Transit,1.60303,34.885,0.2711924,0.06209618404907976,285.61,0.97,13.499252,-11.265277000000001
EPIC 212587672 b,Transit,1.121,15.2841,0.2711924,0.03633789263803681,322.88,0.97,13.696314,-9.137568
EPIC 212737443 b,Transit,2.58951,13.603,0.28611074,0.030662576687116565,347.45,0.67,13.61478,-6.681856
EPIC 212737443 c,Transit,2.6904,65.55,0.55484659,0.0876073619631902,347.45,0.67,13.61478,-6.681856
EPIC 220554210 c,Transit,1.47972,0.70531,0.2711924,0.004658591104294479,502.28,0.97,0.89546785,7.995316
EPIC 220674823 b,Transit,1.81602,0.571331,0.264088,0.0041104294478527615,246.1,0.98,0.87198538,10.794699
EPIC 220674823 c,Transit,2.73524,13.339079,0.23785034,0.03346625766871166,246.1,0.98,0.87198538,10.794699
EPIC 246851721 b,Transit,11.78171,6.180235,0.07660444,0.02217484662576687,336.7,1.59,5.2613167,16.278741999999998
EPIC 246865365 b,Transit,9.90964,3.38628,0.088231145,0.0139288745398773,479.5,1.24,5.2226092,16.414202
EPIC 248847494 b,Transit,12.4431,3650.0,0.22658077,1.3803680981595092,560.0,2.7,10.625952,11.842731
FU Tau b,Imaging,12.185583,11.870525,0.2711924,245.39877300613497,140.0,0.97,4.3932608,25.049898000000002
Fomalhaut b,Imaging,0.0,555530.0,0.2711924,67.65398773006135,7.7,0.97,22.960847,-28.377764
GJ 1132 b,Transit,1.1609198,1.628931,0.35877177,0.004806828220858895,12.62,0.21,10.247716,-46.843273
GJ 1132 c,Transit,1.4318957,8.929,0.72328994,0.015133441717791412,12.62,0.21,10.247716,-46.843273
GJ 1148 b,Radial Velocity,11.936835,41.38,0.38216808,0.05459668711656442,11.02,0.4,11.695732,42.751972
GJ 1148 c,Radial Velocity,9.7061586,532.58,0.11079477,0.29611520858895707,11.02,0.4,11.695732,42.751972
GJ 1214 b,Transit,2.84734,1.5804046,0.28108586,0.004328220858895705,14.65,0.22,17.255257,4.96392
GJ 1265 b,Radial Velocity,2.6267538,3.6511,0.42395713,0.007981840490797547,10.26,0.19,22.22858,-16.314229
GJ 143 b,Transit,2.61193,35.61253,0.41786258,0.0597804263803681,16.33,0.69,3.4497848,-62.5009
GJ 163 b,Radial Velocity,3.2461593,8.63182,0.3882952,0.018669243865030678,15.14,0.382,4.1543517,-52.626301
GJ 163 c,Radial Velocity,2.4996552,25.63058,0.68670545,0.038654760736196316,15.14,0.382,4.1543517,-52.626301
GJ 163 d,Radial Velocity,5.9200296,603.95116,0.15474439,0.33806113496932516,15.14,0.382,4.1543517,-52.626301
GJ 179 b,Radial Velocity,13.887363,2288.0,0.067884657,0.7555645705521473,12.36,0.38,4.8682579,6.476539
GJ 273 b,Radial Velocity,1.5095953,18.6498,0.84342178,0.02808481748466258,3.8,0.29,7.4568058,5.225785
GJ 273 c,Radial Velocity,1.0554253,4.7234,0.45850136,0.01134783680981595,3.8,0.29,7.4568058,5.225785
GJ 3021 b,Radial Velocity,13.050041,133.71,0.28477569,0.16993087423312886,17.56,0.9,0.27018821,-78.148819
GJ 3138 b,Radial Velocity,1.1839043,1.22003,0.30283713,0.0061520199386503075,28.49,0.5,2.1530284,-15.660407999999999
GJ 3138 c,Radial Velocity,1.8763492,5.974,0.35515277,0.017590444785276077,28.49,0.5,2.1530284,-15.660407999999999
GJ 3138 d,Radial Velocity,3.2283528,257.8,0.30452358,0.22507288343558282,28.49,0.5,2.1530284,-15.660407999999999
GJ 317 b,Radial Velocity,13.222642,692.0,0.2711924,0.3548949386503068,15.1,0.97,8.6831158,-22.543711000000002
GJ 317 c,Radial Velocity,13.507553,5312.0,0.2711924,1.4333084355828223,15.1,0.97,8.6831158,-22.543711000000002
GJ 328 b,Radial Velocity,13.271242,4100.0,0.2711924,1.4748542944785277,20.54,0.97,8.9187841,1.5465079999999998
GJ 3293 b,Radial Velocity,5.1933932,30.5987,0.52122719,0.044063834355828224,20.2,0.4,4.4765882,-24.830699
GJ 3293 c,Radial Velocity,4.8682094,122.6196,0.30684382,0.11163760429447854,20.2,0.4,4.4765882,-24.830699
GJ 3293 d,Radial Velocity,2.6683929,48.1345,0.61973842,0.0599191319018405,20.2,0.4,4.4765882,-24.830699
GJ 3293 e,Radial Velocity,1.626761,13.2543,0.59736812,0.025733087116564416,20.2,0.4,4.4765882,-24.830699
GJ 3323 b,Radial Velocity,1.2266953,5.3636,0.89839814,0.010333769631901841,5.32,0.12,5.0326189,-5.053737
GJ 3323 c,Radial Velocity,1.323458,40.54,0.39157817,0.03933327607361964,5.32,0.12,5.0326189,-5.053737
GJ 3341 b,Radial Velocity,2.4581349,14.207,0.50351493,0.028612407975460125,23.16,0.44,5.2629778,-30.704048999999998
GJ 3470 b,Radial Velocity,4.57368,3.3366496,0.19183894,0.010889570552147239,29.45,0.55,7.984957,15.391492
GJ 357 b,Transit,1.22189,3.93072,0.3915561,0.010736196319018407,9.44,0.34,9.6004552,-20.339203
GJ 357 c,Radial Velocity,1.6617796,9.1247,0.53064379,0.01871165644171779,9.44,0.34,9.6004552,-20.339203
GJ 357 d,Radial Velocity,2.3442156,55.661,0.57128654,0.06257668711656442,9.44,0.34,9.6004552,-20.339203
GJ 3634 b,Radial Velocity,2.8034041,2.64561,0.2711924,0.008831852760736197,19.8,0.43,10.976417,-30.856011
GJ 3779 b,Radial Velocity,2.7503414,3.0232,0.31171787,0.007995,13.75,0.28,13.382428,24.467626
GJ 3942 b,Radial Velocity,2.5718565,6.905,0.28767606,0.018786836196319018,16.94,0.61,16.150874,52.943873999999994
GJ 3998 b,Radial Velocity,1.3763357,2.64977,0.31195279,0.008895705521472393,18.16,0.49,17.266845,11.057666000000001
GJ 3998 c,Radial Velocity,2.3807127,13.74,0.44009772,0.027333387730061352,18.16,0.49,17.266845,11.057666000000001
GJ 411 b,Radial Velocity,1.5406737,12.9532,0.56962921,0.02466248466257669,2.55,0.39,11.05561,35.969879
GJ 4276 b,Radial Velocity,4.2230968,13.352,0.42906097,0.0268751226993865,21.35,0.41,22.421403,59.413835
GJ 433 b,Radial Velocity,2.4020004,7.3709,0.36422091,0.0184638036809816,9.07,0.5,11.59082,-31.46003
GJ 436 b,Radial Velocity,4.17012,2.6438831,0.2711924,0.009011710429447853,9.76,0.46,11.703082,26.70657
GJ 504 b,Imaging,12.952003,11.870525,0.069554746,13.34355828220859,17.54,0.91554525,13.279588,9.424156
GJ 536 b,Radial Velocity,2.1721284,8.7076,0.37267725,0.02049789938650307,10.41,0.5,14.017553,-1.345136
GJ 581 b,Radial Velocity,4.0140343,5.368,0.318045,0.012579730981595092,6.3,0.29899999,15.324119,-6.2777199999999995
GJ 581 c,Radial Velocity,2.241415,12.919,0.6211458,0.02278529263803681,6.3,0.29899999,15.324119,-6.2777199999999995
GJ 581 e,Radial Velocity,1.160517,3.1530001,0.38264987,0.008965203067484663,6.3,0.29899999,15.324119,-6.2777199999999995
GJ 625 b,Radial Velocity,1.4879674,14.628,0.71078019,0.024240230061349694,6.49,0.31,16.423508,54.304103999999995
GJ 649 b,Radial Velocity,12.477169,598.3,0.2711924,0.36382668711656446,10.38,0.97,16.969126,25.74416
GJ 667 C b,Radial Velocity,2.2574697,7.2004,0.38258998,0.015621694785276074,6.8,0.42929603,17.31634,-33.003173
GJ 667 C c,Radial Velocity,1.777887,28.14,0.77796153,0.038351226993865034,6.8,0.42929603,17.31634,-33.003173
GJ 667 C e,Radial Velocity,1.4001882,62.24,0.71219407,0.06535049079754601,6.8,0.42929603,17.31634,-33.003173
GJ 667 C f,Radial Velocity,1.4001882,39.026,0.86977617,0.04787429447852761,6.8,0.42929603,17.31634,-33.003173
GJ 667 C g,Radial Velocity,1.9468648,256.2,0.34385546,0.1689438036809816,6.8,0.42929603,17.31634,-33.003173
GJ 674 b,Radial Velocity,3.3398154,4.6938,0.2711924,0.012202453987730063,4.55,0.97,17.477764,-45.104809
GJ 676 A b,Radial Velocity,12.829992,1056.8001,0.096945248,0.5886806748466258,16.03,0.69,17.503114,-50.363022
GJ 676 A c,Radial Velocity,12.653108,7337.0,0.07239586,2.0245398773006134,16.03,0.69,17.503114,-50.363022
GJ 676 A d,Radial Velocity,1.9468648,3.6005,0.28355303,0.013130982208588956,16.03,0.69,17.503114,-50.363022
GJ 676 A e,Radial Velocity,2.7393849,35.39,0.56751232,0.058708328220858905,16.03,0.69,17.503114,-50.363022
GJ 685 b,Radial Velocity,2.9481483,24.16,0.49911126,0.041226993865030676,14.32,0.54,17.592913,61.681563999999995
GJ 687 b,Radial Velocity,4.5877261,38.14,0.53089782,0.05218895705521473,4.55,0.43,17.607195,68.339142
GJ 832 b,Radial Velocity,14.00223,3657.0,0.066974826,1.095519018404908,4.97,0.49557131,21.559439,-48.990994
GJ 832 c,Radial Velocity,2.182734,35.68,0.72779088,0.05081,4.97,0.49557131,21.559439,-48.990994
GJ 849 b,Radial Velocity,13.766628,1882.0,0.070609125,0.721435582822086,8.8,0.53,22.161209,-3.359271
GJ 86 b,Radial Velocity,12.895227,15.76491,0.10161138,0.03376932515337424,10.79,0.77,2.1738707,-49.176277
GJ 876 b,Radial Velocity,13.277472,61.1166,0.2711924,0.06393446012269939,4.68,0.3,22.887983,-13.7363
GJ 876 c,Radial Velocity,13.972031,30.0881,0.2711924,0.04105319631901841,4.68,0.3,22.887983,-13.7363
GJ 876 d,Radial Velocity,2.472029,1.93778,0.2711924,0.006519257668711657,4.68,0.3,22.887983,-13.7363
GJ 876 e,Radial Velocity,3.9231124,124.26,0.2711924,0.10270111349693253,4.68,0.3,22.887983,-13.7363
GJ 96 b,Radial Velocity,4.6709671,73.94,0.2711924,0.0979045398773006,11.94,0.97,2.3707345,47.880028
GJ 9827 b,Transit,1.58061,1.2089819,0.2794649,0.005766871165644173,29.69,0.6,23.451344,-0.713727
GJ 9827 c,Transit,1.24431,3.6480957,0.30738876,0.012039877300613499,29.69,0.6,23.451344,-0.713727
GJ 9827 d,Transit,2.0178,6.2014698,0.28929095,0.01715030674846626,29.69,0.6,23.451344,-0.713727
GSC 06214-00210 b,Imaging,12.185583,11.870525,0.2711924,98.15950920245399,145.0,0.97,16.365186,-19.280798
GU Psc b,Imaging,14.18065,11.870525,0.2711924,613.4969325153374,48.0,0.97,1.2097338,17.065475
Gl 378 b,Radial Velocity,3.6644504,3.822,0.2146175,0.012168485889570554,14.96,0.56,10.039375,48.088806000000005
Gl 49 b,Radial Velocity,2.235976,13.8508,0.41757765,0.029589738343558283,9.86,0.51,1.0441296,62.345043000000004
Gl 686 b,Radial Velocity,2.4643939,15.5314,0.51240568,0.02821222239263804,8.16,0.42,17.631487,18.591708999999998
HAT-P-1 b,Transit,14.78599,4.4652998,0.063301959,0.01705828220858896,159.71,1.17,22.963008,38.674952999999995
HAT-P-11 b,Transit,4.36069,4.8878024,0.18011769,0.01649952607361963,37.81,0.68,19.847291,48.080856000000004
HAT-P-11 c,Radial Velocity,13.486643,3407.0,0.0830892,1.4956687423312884,37.81,0.68,19.847291,48.080856000000004
HAT-P-12 b,Transit,10.75039,3.2130598,0.088893894,0.011779141104294477,142.5,0.7,13.9593,43.493534000000004
HAT-P-13 b,Transit,14.25912,2.91625,0.064111452,0.013091823312883437,214.0,1.56,8.6588362,47.352051
HAT-P-13 c,Radial Velocity,12.246714,446.27,0.35550128,0.45648858895705524,214.0,1.56,8.6588362,47.352051
HAT-P-14 b,Transit,15.9182,4.62767,0.058310146,0.023204296319018408,224.1,1.82,17.341079,38.242165
HAT-P-15 b,Transit,11.8826,10.8635,0.084145052,0.02997143803680982,193.56,1.07,4.4165353,39.460636
HAT-P-16 b,Transit,14.44969,2.77596,0.063405877,0.012676920858895708,235.0,1.24,0.6382121,42.463078
HAT-P-17 b,Transit,11.7705,10.33852,0.091504247,0.03012730674846626,92.63,0.87,21.635761,30.488716
HAT-P-17 c,Radial Velocity,13.044953,5584.0,0.087093496,1.8484294478527608,92.63,0.87,21.635761,30.488716
HAT-P-18 b,Transit,11.15395,5.508023,0.09099285,0.017207734662576687,166.0,0.75,17.089766,33.012512
HAT-P-19 b,Transit,12.68972,4.008778,0.076361023,0.014326562576687117,215.0,0.82,0.6344495,34.711575
HAT-P-2 b,Transit,12.521757,5.6335158,0.072495013,0.02369741809815951,128.25,1.39,16.343433,41.048083999999996
HAT-P-20 b,Transit,9.71907,2.875317,0.095951003,0.011074865337423313,70.0,0.69,7.4610983,24.33663
HAT-P-21 b,Transit,12.4431,4.12448,0.073790623,0.01702222975460123,279.48,1.21,11.418331,41.027954
HAT-P-22 b,Transit,12.8915,3.21222,0.071614753,0.013612622699386503,81.96,1.11,10.378782,50.128345
HAT-P-23 b,Transit,12.2189,1.21288,0.072926318,0.005727073006134969,368.61,0.96,20.408258,16.762152
HAT-P-24 b,Transit,14.573,3.35524,0.062908338,0.014976508895705523,420.26,1.38,7.2550042,14.262599
HAT-P-25 b,Transit,12.72335,3.6528151,0.073312811,0.014298259509202455,302.95,0.92,3.2290281,25.197405
HAT-P-26 b,Transit,7.0623,4.23452,0.1222707,0.016431724233128834,142.41,0.87,14.210426,4.059997
HAT-P-27 b,Transit,11.4342,3.039577,0.079928269,0.012269938650306749,204.0,0.9,14.851163,5.947368
HAT-P-28 b,Transit,13.58652,3.257215,0.067817587,0.013330196932515338,395.0,1.1,0.86671778,34.728413
HAT-P-29 b,Transit,13.1157,5.72319,0.070719055,0.021823717791411044,316.36,1.3,2.2087429,51.778759
HAT-P-3 b,Transit,10.5374,2.8997,0.086213809,0.012444074846625767,135.08,0.87,13.739609,48.028667
HAT-P-30 b,Transit,16.1424,2.8106,0.057415705,0.013844666871165645,215.29,1.31,8.2633267,5.8367189999999995
