,P_NAME,P_STATUS,P_DETECTION,P_MASS,P_RADIUS,P_PERIOD,P_ECCENTRICITY,P_FLUX,P_ESI,P_DISTANCE,S_DISTANCE,S_MASS,S_RADIUS_EST,S_TYPE,S_CONSTELLATION,S_RA_H,S_DEC_T,P_HABZONE_CON
3621,Kepler-968 b,3.0,Transit,,1.99538,3.6929837,,107.81915,0.26719505,0.042661129,95.70552147239265,0.76,0.7,,Draco,19.04017,50.112038,0
3622,Kepler-968 c,3.0,Transit,,1.69271,5.7094049,,60.313051,0.29218485,0.05703936,95.70552147239265,0.76,0.7,,Draco,19.04017,50.112038,0
3623,Kepler-969 b,3.0,Transit,,2.07385,34.173171,,11.086873,0.36027823,0.20039907,126.07361963190185,0.92,0.82,,Cygnus,19.224835,47.933555999999996,0
3624,Kepler-969 c,3.0,Transit,,0.98648,1.6829346,,614.18589,0.29517564,0.026924665,126.07361963190185,0.92,0.82,,Cygnus,19.224835,47.933555999999996,0
3625,Kepler-97 b,3.0,Transit,3.496108,1.47972,2.58664,,735.75393,0.28166726,0.036116819,124.41104294478528,0.94,0.98,,Cygnus,19.155109,48.673431,0
3626,Kepler-97 c,3.0,Radial Velocity,343.25424,,789.0,,0.35832558,0.30362167,1.6365787,124.41104294478528,0.94,0.98,,Cygnus,19.155109,48.673431,1
3627,Kepler-970 b,3.0,Transit,,2.76887,16.736522,,12.889165,0.30970367,0.11367171,107.36196319018406,0.7,0.67,,Lyra,19.30835,40.708726000000006,0
3628,Kepler-971 b,3.0,Transit,,2.1299,9.5907072,,78.614738,0.26491107,0.084639067,105.82822085889572,0.88,0.85,,Lyra,18.93964,41.182821,0
3629,Kepler-972 b,3.0,Transit,,4.65215,7.0393255,,335.62383,0.16164882,0.075294433,400.0,1.15,1.22,,Cygnus,19.721915,43.425495,0
3630,Kepler-973 b,3.0,Transit,,1.96175,49.607733,,6.3788854,0.43572049,0.25121292,91.1042944785276,0.86,0.78,,Cygnus,19.344352,49.923862,0
3631,Kepler-974 b,3.0,Transit,,1.5694,4.1944965,,24.716867,0.32932185,0.040922663,37.11656441717792,0.52,0.5,,Lyra,19.000874,40.220753,0
3632,Kepler-975 b,3.0,Transit,,1.47972,1.9703425,,355.62877,0.2836757,0.028547452,123.92638036809817,0.8,0.75,,Lyra,19.369904,38.495275,0
3633,Kepler-976 b,3.0,Transit,,3.95713,105.95641,,2.6439147,0.47113901,0.41824828,312.88343558282213,0.87,0.83,,Cygnus,19.324644,46.729706,0
3634,Kepler-977 b,3.0,Transit,,2.62314,26.853283,,17.556155,0.29404242,0.16749978,203.68098159509205,0.87,0.83,,Lyra,19.434415,42.248196,0
3635,Kepler-978 b,3.0,Transit,,2.99307,49.622151,,18.915442,0.27254935,0.27024306,191.4110429447853,1.07,1.09,,Lyra,19.114049,43.043453,0
3636,Kepler-979 b,3.0,Transit,,2.72403,8.0880135,,86.630032,0.23541034,0.075262254,185.88957055214726,0.87,0.83,,Cygnus,20.024753,46.408276,0
3637,Kepler-98 b,3.0,Transit,3.496108,1.99538,1.54168,,1534.2349,0.25574774,0.026024602,108.54907975460124,0.99,1.11,,Lyra,19.044112,37.964506,0
3638,Kepler-980 b,3.0,Transit,,2.66798,11.551025,,120.95131,0.23375653,0.10162167,246.62576687116567,1.05,1.06,,Cygnus,19.640868,45.060168999999995,0
3639,Kepler-981 b,3.0,Transit,,2.30926,4.4697577,,317.38952,0.24369204,0.052736046,280.06134969325154,0.98,0.96,,Cygnus,19.283261,47.650101,0
3640,Kepler-982 b,3.0,Transit,,2.25321,15.773822,,126.6538,0.25256869,0.12930645,215.33742331288346,1.16,1.29,,Cygnus,19.227846,46.590427000000005,0
3641,Kepler-983 b,3.0,Transit,,2.36531,60.085508,,14.342804,0.32144379,0.31264312,200.920245398773,1.13,1.08,,Lyra,19.006938,45.008167,0
3642,Kepler-984 b,3.0,Transit,,2.11869,43.034227,,13.661153,0.33877065,0.23703328,141.4110429447853,0.96,0.93,,Cygnus,19.797259,46.394127,0
3643,Kepler-985 b,3.0,Transit,,2.98186,116.3319,,2.7645631,0.51655661,0.45184477,227.30061349693253,0.91,0.85,,Cygnus,19.342955,44.049952999999995,0
3644,Kepler-986 b,3.0,Transit,,2.36531,56.434994,,10.811232,0.34631604,0.28398734,172.6993865030675,0.96,0.98,,Cygnus,19.539601,42.896431,0
3645,Kepler-987 b,3.0,Transit,,3.26211,105.30331,,4.0158165,0.43289793,0.43191158,287.1165644171779,0.97,0.91,,Cygnus,19.294072,46.130848,0
3646,Kepler-988 b,3.0,Transit,,2.07385,17.760801,,5.437169,0.45356332,0.10912866,76.07361963190185,0.55,0.53,,Lyra,19.38056,42.237251,0
3647,Kepler-989 b,3.0,Transit,,2.20837,7.9643153,,67.730886,0.26362399,0.073037596,148.46625766871168,0.82,0.78,,Lyra,18.772195,47.233631,0
3648,Kepler-99 b,3.0,Transit,6.0387321,1.47972,4.60358,,99.649371,0.29357285,0.050055182,64.3036809815951,0.79,0.73,,Cygnus,19.823601,41.300048999999994,0
3649,Kepler-990 b,3.0,Transit,,2.60072,9.9172343,,155.22223,0.23443193,0.091797962,286.19631901840495,1.05,1.08,,Cygnus,19.862548,46.881393,0
3650,Kepler-990 c,3.0,Transit,,1.52456,0.53835431,,7551.7998,0.27797365,0.013160875,286.19631901840495,1.05,1.08,,Cygnus,19.862548,46.881393,0
3651,Kepler-991 b,3.0,Transit,,2.54467,82.534252,,1.2141701,0.68436266,0.31963847,113.49693251533743,0.64,0.61,,Cygnus,19.806045,49.626572,0
3652,Kepler-992 b,3.0,Transit,,1.62545,20.160345,,16.192835,0.35284138,0.13454623,82.20858895705523,0.8,0.74,,Lyra,18.96202,47.641785,0
3653,Kepler-993 b,3.0,Transit,,2.97065,22.085576,,3.4941674,0.47354051,0.12770473,91.41104294478528,0.57,0.54,,Cygnus,19.507608,44.394661,0
3654,Kepler-994 b,3.0,Transit,,1.60303,1.1511665,,199.41216,0.28103923,0.017714585,52.147239263803684,0.56,0.54,,Cygnus,19.271483,47.40707,0
3655,Kepler-995 b,3.0,Transit,,2.70161,28.267317,,14.46665,0.30378908,0.17063128,202.1472392638037,0.83,0.8,,Lyra,18.974383,39.131038000000004,0
3656,Kepler-996 b,3.0,Transit,,1.98417,3.7705906,,640.08272,0.25752568,0.048781817,336.80981595092027,1.09,1.14,,Lyra,19.460854,41.533611,0
3657,Kepler-997 b,3.0,Transit,,1.35641,2.7073067,,1891.1648,0.28558974,0.040612008,144.1717791411043,1.22,1.56,,Cygnus,19.282226,49.938933999999996,0
3658,Kepler-998 b,3.0,Transit,,2.32047,5.6537773,,404.03626,0.24227492,0.064487375,305.52147239263803,1.12,1.18,,Cygnus,19.783611,49.208744,0
3659,Kepler-999 b,3.0,Transit,,2.34289,5.991857,,747.59319,0.23972409,0.0702663,174.23312883435585,1.29,1.65,,Cygnus,19.977365,46.198418,0
3660,L 98-59 b,3.0,Transit,,0.79591,2.25314,0.1,20.485901,0.35369881,0.0234165,3.2576687116564416,0.31,0.31,M3 V,Volans,8.3021171,-67.687,0
3661,L 98-59 c,3.0,Transit,,1.3452,3.690621,0.09,10.584261,0.40578733,0.03253122,3.2576687116564416,0.31,0.31,M3 V,Volans,8.3021171,-67.687,0
3662,L 98-59 d,3.0,Transit,,1.5694,7.45086,0.2,4.1767857,0.53864947,0.05304,3.2576687116564416,0.31,0.31,M3 V,Volans,8.3021171,-67.687,0
3663,LHS 1140 b,3.0,Transit,6.9795029,1.72634,24.736959,0.06,0.48330673,0.68990544,0.09376848,4.598159509202454,0.18,0.21,M4.5 V,Cetus,0.74981604,-14.728468,1
3664,LHS 1140 c,3.0,Transit,1.8084413,1.27794,3.777931,0.31,6.2127465,0.4817329,0.028035337,4.598159509202454,0.18,0.21,M4.5 V,Cetus,0.74981604,-14.728468,0
3665,LHS 3844 b,3.0,Transit,,1.30036,0.46292913,,71.026783,0.30635569,0.00622,4.5705521472392645,0.15,0.19,M5,Indus,22.699475,-68.831014,0
3666,LSPM J2116+0234 b,3.0,Radial Velocity,13.301102,,14.4399,0.183,3.2020874,0.44966387,0.089066818,5.411042944785277,0.43,0.43,M3.0 V,Equuleus,21.274246,2.580942,0
3667,LTT 1445 A b,3.0,Transit,2.1993698,1.37883,5.35882,0.19,6.1213582,0.47916212,0.038757163,2.107361963190184,0.26,0.28,M3,Eridanus,3.0309409,-15.406628,0
3668,LkCa 15 b,3.0,Imaging,,,,,,,14.7,48.73312883435583,,,,Taurus,4.6549434,22.350967,0
3669,LkCa 15 c,3.0,Imaging,,,,,,,18.6,48.73312883435583,,,,Taurus,4.6549434,22.350967,0
3670,Lupus-TR-3 b,3.0,Transit,257.44068,9.9769,3.91405,0.0,174.88816,0.092756085,0.0464,613.4969325153374,0.87,0.82,,Lupus,15.505172,-41.020092,0
3671,MASCARA-1 b,3.0,Transit,1175.9636,16.815,2.14878,0.0,6958.2215,0.054616805,0.043,57.88343558282209,1.72,2.1,A8,Equuleus,21.170104,10.738873,0
3672,MOA-2007-BLG-192L b,3.0,Microlensing,3.17828,,,,,,0.62,306.7484662576687,0.06,,,Sagittarius,18.134389,-26.849925000000002,0
3673,MOA-2007-BLG-400L b,3.0,Microlensing,263.79724,,,,,,0.72,1779.1411042944787,0.3,,,Sagittarius,18.161662,-28.775847000000002,0
3674,MOA-2008-BLG-310L b,3.0,Microlensing,23.398498,,,,,,1.61,2361.9631901840494,0.21,,,Scorpius,17.904037,-33.221947,0
3675,MOA-2008-BLG-379L b,3.0,Microlensing,1303.0948,,,,,,3.3,1012.2699386503068,0.56,,K,Sagittarius,17.980401,-29.803069,0
3676,MOA-2009-BLG-266L b,3.0,Microlensing,10.488324,,2774.0,,,,3.2,932.515337423313,0.56,,,Scorpius,17.800543,-34.994589,0
3677,MOA-2009-BLG-319L b,3.0,Microlensing,50.85248,,,,,,2.4,1871.1656441717794,0.38,,,Sagittarius,18.116148,-25.180308,0
3678,MOA-2009-BLG-387L b,3.0,Microlensing,813.63969,,1982.0,,,,1.82,1745.3987730061351,0.19,,,Scorpius,17.897443,-32.009667,0
3679,MOA-2010-BLG-073L b,3.0,Microlensing,3496.108,,,,,,1.21,858.8957055214725,0.16,,,Sagittarius,18.169818,-25.477068000000003,0
3680,MOA-2010-BLG-117L b,3.0,Microlensing,171.62712,,,,,,2.9,1073.6196319018406,0.58,,,Sagittarius,18.130466,-24.655361000000003,0
3681,MOA-2010-BLG-328L b,3.0,Microlensing,9.2011207,,,,,,0.92,248.46625766871168,0.11,,,Scorpius,17.966423,-29.284825,0
3682,MOA-2010-BLG-353L b,3.0,Microlensing,85.813561,,,,,,1.72,1972.39263803681,0.18,,,Sagittarius,18.086929,-26.706767,0
3683,MOA-2010-BLG-477L b,3.0,Microlensing,476.742,,,,,,2.0,705.5214723926381,0.67,,,Sagittarius,18.102068,-30.545523,0
3684,MOA-2011-BLG-028L b,3.0,Microlensing,29.999785,,,,,,4.14,2263.8036809815953,0.75,,,Sagittarius,18.056934,-28.786583,0
3685,MOA-2011-BLG-262L b,3.0,Microlensing,17.9986,,,,,,0.84,2147.2392638036813,0.12,,,Sagittarius,18.006523,-30.754742,0
3686,MOA-2011-BLG-291L b,3.0,Microlensing,17.9986,,,,,,0.69,1349.6932515337423,0.15,,,Sagittarius,17.924527,-28.829334,0
3687,MOA-2011-BLG-293L b,3.0,Microlensing,1525.5744,,,,,,1.1,2368.0981595092026,0.86,,,Sagittarius,17.927598,-27.523153,0
3688,MOA-2011-BLG-322L b,3.0,Microlensing,3686.8048,,,,,,4.3,2319.0184049079758,0.39,,,Sagittarius,18.081556,-26.779056,0
3689,MOA-2012-BLG-006L b,3.0,Microlensing,2669.7552,,,,,,10.2,1625.7668711656443,0.49,,,Sagittarius,18.029532,-28.891222,0
3690,MOA-2012-BLG-505L b,3.0,Microlensing,6.6998143,,,,,,0.9,2211.6564417177915,0.1,,,Scorpius,17.876207,-31.959908,0
3691,MOA-2013-BLG-605L b,3.0,Microlensing,3.200528,,,,,,0.94,,0.03,,,Sagittarius,17.97857,-28.601761,0
3692,MOA-2015-BLG-337L b,3.0,Microlensing,33.699303,,,,,,0.24,2177.914110429448,0.01,,,Sagittarius,18.129914,-27.829721,0
3693,MOA-2016-BLG-227L b,3.0,Microlensing,889.91841,,,,,,1.67,1993.8650306748468,0.29,,,Sagittarius,18.098251,-26.285713,0
3694,MOA-2016-BLG-319L b,3.0,Microlensing,197.05336,,,,,,0.95,2085.8895705521472,0.15,,,Sagittarius,17.916149,-28.249537,0
3695,MOA-bin-1L b,3.0,Microlensing,1175.9636,,,,,,8.3,1564.4171779141104,0.75,,,Ophiuchus,17.452834,-28.206028,0
3696,MXB 1658-298 b,3.0,Eclipse Timing Variations,7532.5237,,760.0,,,,1.613,,1.98,,,Ophiuchus,17.035151,-28.054417,0
3697,NGC 2682 Sand 364 b,3.0,Radial Velocity,2126.2693,,121.71,0.35,1797.555,0.070906838,0.5624625,256.75766871165644,9.06,39.59,K3 III,Cancer,8.8324511,11.692484,0
3698,NGC 2682 Sand 978 b,3.0,Radial Velocity,692.86505,,511.21,0.16,86.897146,0.079431227,1.4071478,258.2852760736196,1.37,24.370261,K4 III,Cancer,8.8548558,11.756299,0
3699,NGC 2682 YBP 1194 b,3.0,Radial Velocity,101.70496,,6.959,0.3,205.35471,0.077364247,0.074776338,274.7638036809816,1.01,1.0015222,G5 V,Cancer,8.8502247,11.814655,0
3700,NGC 2682 YBP 1514 b,3.0,Radial Velocity,127.1312,,5.118,0.28,215.63708,0.069111896,0.059570689,288.15337423312883,0.96,0.84068929,G5 V,Cancer,8.8502133,11.886529999999999,0
3701,NGC 2682 YBP 401 b,3.0,Radial Velocity,146.20088,,4.087,0.15,749.38566,0.064717109,0.05283716,261.15337423312883,1.14,1.2501218,F9 V,Cancer,8.8552911,11.671019999999999,0
3702,NGTS-1 b,3.0,Transit,258.07634,14.9093,2.647298,0.016,64.4213,0.076915289,0.032604173,68.71165644171779,0.62,0.57,M0.5,Columba,5.5142922,-35.369213,0
3703,NGTS-2 b,3.0,Transit,235.19272,17.87995,4.511164,0.0,1148.8654,0.05240277,0.063,110.52147239263805,1.64,1.7,F5 V,Centaurus,14.341526,-30.79793,0
3704,NGTS-3 A b,3.0,Transit,756.43065,16.5908,1.6753728,,1440.6251,0.055870146,0.023,309.8159509202454,1.02,0.93,G6 V,Columba,6.2963199,-34.293606,0
3705,NGTS-4 b,3.0,Transit,20.598433,3.18364,1.3373508,0.0,1225.1975,0.20339169,0.019,86.6871165644172,0.75,0.84,,Columba,5.973267,-29.188197,0
3706,NGTS-5 b,3.0,Transit,72.782613,12.73456,3.3569866,0.0,207.96145,0.075089799,0.0382,94.93865030674847,0.66,0.74,K2 V,Virgo,14.737219,5.605373999999999,0
3707,NN Ser c,3.0,Eclipse Timing Variations,2329.6793,,5573.55,0.08,,,5.36712,153.37423312883436,0.54,,WD,Serpens,15.882259,12.912411,0
3708,NN Ser d,3.0,Eclipse Timing Variations,731.00441,,2883.5,0.19,,,3.4919115,153.37423312883436,0.54,,WD,Serpens,15.882259,12.912411,0
3709,NSVS 14256825 b,3.0,Eclipse Timing Variations,4497.2662,,3225.0,0.12,8.5679373,0.17946358,3.142464,257.1503067484663,0.42,0.19,,Aquila,20.333462,4.632367,0
3710,NY Vir b,3.0,Eclipse Timing Variations,883.56185,,2985.7,0.44,,,,169.32208588957056,,,,Virgo,13.646709,-1.9696850000000001,0
3711,OGLE-2003-BLG-235L b,3.0,Microlensing,826.35281,,,,,,4.3,1779.1411042944787,0.63,,K V,Sagittarius,18.087876,-27.105,0
3712,OGLE-2005-BLG-071L b,3.0,Microlensing,1207.7464,,,,,,3.6,981.5950920245399,0.46,,,Scorpius,17.836048,-33.326806000000005,0
3713,OGLE-2005-BLG-169L b,3.0,Microlensing,14.09885,,,,,,3.5,1257.6687116564417,0.69,,K5,Sagittarius,18.101479,-29.267361,0
3714,OGLE-2005-BLG-390L b,3.0,Microlensing,5.403076,,3285.0,,,,2.6,2024.5398773006136,0.22,,,Scorpius,17.905331,-29.622694,0
3715,OGLE-2006-BLG-109L b,3.0,Microlensing,232.01444,,1788.5,,,,2.3,463.1901840490798,0.51,,,Scorpius,17.876254,-29.912222,0
3716,OGLE-2006-BLG-109L c,3.0,Microlensing,85.813561,,4927.5,0.15,,,4.550625,463.1901840490798,0.51,,,Scorpius,17.876254,-29.912222,0
3717,OGLE-2007-BLG-349L AB c,3.0,Microlensing,80.000487,,2557.0,,,,2.59,846.6257668711658,0.41,,M,Sagittarius,18.090121,-25.578056,0
3718,OGLE-2007-BLG-368L b,3.0,Microlensing,19.06968,,,,,,3.3,1809.8159509202455,0.64,,,Scorpius,17.940545,-31.762583,0
3719,OGLE-2008-BLG-092L b,3.0,Microlensing,57.209041,,,,,,18.0,2484.6625766871166,0.71,,,Scorpius,17.791506,-33.273444,0
3720,OGLE-2008-BLG-355L b,3.0,Microlensing,1462.0088,,,,,,1.7,2085.8895705521472,0.37,,,Sagittarius,17.985781,-29.240528,0
3721,OGLE-2011-BLG-0173L b,3.0,Microlensing,60.387321,,,,,,8.0,1871.1656441717794,0.41,,,Sagittarius,17.954383,-27.766137999999998,0
3722,OGLE-2011-BLG-0251L b,3.0,Microlensing,168.44884,,,,,,2.72,788.3435582822086,0.26,,M,Ophiuchus,17.637273,-26.863861,0
3723,OGLE-2011-BLG-0265L b,3.0,Microlensing,279.68864,,,,,,1.89,1343.558282208589,0.21,,,Sagittarius,17.963256,-26.605472,0
3724,OGLE-2012-BLG-0026L b,3.0,Microlensing,46.08506,,,,,,4.0,1232.8220858895706,1.06,,G5 V,Ophiuchus,17.571862,-26.85725,0
3725,OGLE-2012-BLG-0026L c,3.0,Microlensing,273.33208,,,,,,4.8,1232.8220858895706,1.06,,G5 V,Ophiuchus,17.571862,-26.85725,0
3726,OGLE-2012-BLG-0358L b,3.0,Microlensing,587.98181,,,,,,0.87,539.8773006134969,0.02,,,Ophiuchus,17.712993,-23.739,0
3727,OGLE-2012-BLG-0406L b,3.0,Microlensing,867.67045,,,,,,3.45,1524.5398773006136,0.44,,,Scorpius,17.888381,-29.528833000000002,0
3728,OGLE-2012-BLG-0563L b,3.0,Microlensing,123.95292,,,,,,0.9,398.77300613496936,0.34,,,Sagittarius,18.099368,-26.288,0
3729,OGLE-2012-BLG-0724L b,3.0,Microlensing,149.37916,,,,,,1.6,2055.2147239263804,0.29,,M V,Sagittarius,17.93122,-28.181472,0
3730,OGLE-2012-BLG-0950L b,3.0,Microlensing,34.99922,,,,,,2.7,920.2453987730062,0.56,,M V,Sagittarius,18.134618,-28.268417000000003,0
3731,OGLE-2013-BLG-0102L b,3.0,Microlensing,3994.7802,,,,,,0.8,932.515337423313,0.1,,,Scorpius,17.868634,-30.309417,0
3732,OGLE-2013-BLG-0132L b,3.0,Microlensing,92.170121,,,,,,3.6,1196.319018404908,0.54,,,Sagittarius,17.984309,-27.578972,0
3733,OGLE-2013-BLG-0341L B b,3.0,Microlensing,2.3201444,,,,,,0.883,356.1349693251534,0.15,,,Sagittarius,17.868748,-28.153889,0
3734,OGLE-2013-BLG-1721L b,3.0,Microlensing,203.40992,,,,,,2.6,1932.515337423313,0.46,,,Scorpius,17.875105,-29.707306,0
3735,OGLE-2013-BLG-1761L b,3.0,Microlensing,858.13561,,,,,,1.8,2116.564417177914,0.33,,,Sagittarius,17.893967,-27.104729,0
3736,OGLE-2014-BLG-0124L b,3.0,Microlensing,162.09228,,,,,,3.11,1257.6687116564417,0.71,,,Sagittarius,18.041448,-27.60375,0
3737,OGLE-2014-BLG-0676L b,3.0,Microlensing,982.08853,,,,,,4.4,680.9815950920246,0.62,,,Scorpius,17.873473,-29.451611,0
3738,OGLE-2014-BLG-1722L b,3.0,Microlensing,55.298894,,,,,,1.9,1963.1901840490798,0.4,,,Scorpius,17.916826,-30.530945000000003,0
3739,OGLE-2014-BLG-1722L c,3.0,Microlensing,83.700005,,,,,,2.5,1963.1901840490798,0.4,,,Scorpius,17.916826,-30.530945000000003,0
3740,OGLE-2014-BLG-1760L b,3.0,Microlensing,177.98368,,,,,,1.75,2104.2944785276077,0.51,,,Sagittarius,17.960601,-27.036842,0
3741,OGLE-2015-BLG-0051L b,3.0,Microlensing,228.83616,,,,,,0.73,2515.3374233128834,0.1,,,Sagittarius,17.977503,-27.968306000000002,0
3742,OGLE-2015-BLG-0954L b,3.0,Microlensing,1080.6152,,,,,,1.6,184.04907975460125,0.3,,,Sagittarius,18.01229,-27.339111000000003,0
3743,OGLE-2015-BLG-0966L b,3.0,Microlensing,20.998896,,,,,,2.1,766.8711656441718,0.38,,,Sagittarius,17.916951,-28.952889,0
3744,OGLE-2015-BLG-1670L b,3.0,Microlensing,17.900073,,,,,,2.62,2055.2147239263804,0.55,,,Sagittarius,17.877254,-27.448083,0
3745,OGLE-2016-BLG-0263L b,3.0,Microlensing,1303.0948,,,,,,5.4,1993.8650306748468,0.13,,,Sagittarius,17.993029,-30.181389,0
3746,OGLE-2016-BLG-0613L AB b,3.0,Microlensing,1328.5211,,,,,,6.4,1046.0122699386504,0.72,,,Sagittarius,17.950695,-27.883833,0
3747,OGLE-2016-BLG-1190L b,3.0,Microlensing,4252.5387,,1224.0,,,,2.17,2076.6871165644175,0.88,,,Sagittarius,17.981196,-26.386443999999997,0
3748,OGLE-2016-BLG-1195L b,3.0,Microlensing,1.430226,,,,,,1.16,1199.3865030674847,0.08,,,Scorpius,17.923196,-29.792749,0
3749,OGLE-2017-BLG-0173L b,3.0,Microlensing,3.2704502,,,,,,3.913,1443.2515337423313,0.4,,,Sagittarius,17.864708,-28.728640000000002,0
3750,OGLE-2017-BLG-0373L b,3.0,Microlensing,127.44903,,,,,,2.424,1814.4171779141107,0.25,,,Scorpius,17.955295,-30.048277000000002,0
3751,OGLE-2017-BLG-0482L b,3.0,Microlensing,9.000889,,,,,,1.8,1779.1411042944787,0.2,,,Scorpius,17.936594,-29.47164,0
3752,OGLE-2017-BLG-1140L b,3.0,Microlensing,505.34652,,,,,,1.02,,0.21,,,Sagittarius,17.792205,-23.477333,0
3753,OGLE-2017-BLG-1434L b,3.0,Microlensing,4.449592,,,,,,1.18,263.8036809815951,0.23,,,Scorpius,17.885359,-29.754278,0
3754,OGLE-2017-BLG-1522L b,3.0,Microlensing,238.371,,,,,,0.59,,0.04,,,Sagittarius,18.021292,-27.538029,0
3755,OGLE-2018-BLG-0596L b,3.0,Microlensing,13.930401,,,,,,0.97,1733.1288343558283,0.23,,,Sagittarius,17.937037,-28.800917,0
3756,OGLE-TR-056 b,3.0,Transit,441.78092,15.27923,1.2119189,,,,0.02383,86.76073619631902,,,F8 V,Sagittarius,17.943198,-28.460777999999998,0
3757,OGLE-TR-10 b,3.0,Transit,197.05336,14.0125,3.101278,,816.11014,0.065544494,0.0434,425.22392638036814,1.14,1.17,G2 V,Sagittarius,17.857848,-28.123639,0
3758,OGLE-TR-111 b,3.0,Transit,,11.42299,4.0144463,,178.01012,0.083017351,0.0473,336.49693251533745,0.85,0.83,K2 V,Carina,10.888309,-60.594361,0
3759,OGLE-TR-113 b,3.0,Transit,400.46328,12.25253,1.4324752,,533.72871,0.074397614,0.02289,184.04907975460125,0.78,0.77,K4 V,Carina,10.873445,-60.553194000000005,0
3760,OGLE-TR-132 b,3.0,Transit,375.03704,13.452,1.689868,,2520.4931,0.067051056,0.03035,766.8711656441718,1.3,1.32,F5 V,Carina,10.842978,-60.042806,0
3761,OGLE-TR-182 b,3.0,Transit,321.00628,12.6673,3.9791,0.0,551.33834,0.072229665,0.051,818.8834355828221,1.14,1.14,,Carina,11.155198,-60.904742999999996,0
3762,OGLE-TR-211 b,3.0,Transit,327.36284,15.2456,3.67724,0.0,1482.7847,0.060254937,0.051,482.98773006134974,1.33,1.64,,Carina,10.670664,-61.544399,0
3763,OGLE2-TR-L9 b,3.0,Transit,1430.226,18.0481,2.4855335,,5108.0469,0.051251637,0.0308,522.8098159509202,1.52,1.53,,Carina,11.131995,-60.853737,0
3764,Oph 11 b,3.0,Imaging,4449.592,,7300000.0,,1.4851159e-08,0.072357864,243.0,38.34355828220859,0.02,0.17539407,M9,Scorpius,16.373671,-23.912792,0
3765,PDS 70 b,3.0,Imaging,2542.624,14.573,43500.0,,0.0007315118,0.062792191,22.0,34.79447852760737,0.76,1.26,K7,Centaurus,14.136156,-40.602061,0
3766,PDS 70 c,3.0,Imaging,3333.8537,,,,0.00029745995,0.071871095,34.5,34.79447852760737,0.76,1.26,K7,Centaurus,14.136156,-40.602061,0
3767,PH1 b,3.0,Transit,168.76667,6.17671,138.317,0.0702,10.655585,0.22328764,0.65360654,306.7484662576687,1.53,1.73,F,Cygnus,19.881008,39.955104000000006,0
3768,PH2 b,3.0,Transit,,10.12263,282.5255,0.41,1.438525,0.40626382,0.8975934,106.52453987730061,0.94,1.0,,Cygnus,19.317574,51.962601,0
3769,POTS-1 b,3.0,Transit,734.18269,10.54861,3.1606296,,83.840672,0.095279575,0.03734,368.0981595092025,0.69,0.59,K5 V,Musca,13.573926,-65.418884,0
3770,PSR B1257+12 b,3.0,Pulsar Timing,0.01906968,,25.262,0.0,,,0.19,184.04907975460125,1.4,,,Virgo,13.000994,12.682352999999999,0
3771,PSR B1257+12 c,3.0,Pulsar Timing,4.3002129,,66.5419,0.0186,,,0.36006227,184.04907975460125,1.4,,,Virgo,13.000994,12.682352999999999,0
3772,PSR B1257+12 d,3.0,Pulsar Timing,3.8997496,,98.2114,,,,0.46,184.04907975460125,1.4,,,Virgo,13.000994,12.682352999999999,0
3773,PSR B1620-26 b,3.0,Pulsar Timing,794.57001,,,,,,23.0,,1.35,,,Scorpius,16.393952,-25.468406,0
3774,PSR J1719-1438 b,3.0,Pulsar Timing,381.3936,,0.09070629,0.06,30.418407,0.099321152,0.00440792,368.0981595092025,1.4,0.04,,Serpens,17.319466,-13.3664,0
3775,PSR J2322-2650 b,3.0,Pulsar Timing,252.64148,,0.322964,0.0017,,,0.010200015,70.5521472392638,1.4,,,Sculptor,23.376291,-25.150467000000003,0
3776,Pr0201 b,3.0,Radial Velocity,171.62712,,4.4264,0.0,478.24267,0.065924002,0.06,55.68711656441718,1.24,1.15,,Cancer,8.6955069,20.226891,0
3777,Pr0211 b,3.0,Radial Velocity,597.51665,,2.1461,0.011,482.85151,0.06911655,0.031761921,56.3435582822086,0.94,0.83,,Cancer,8.7031926,19.277044,0
3778,Pr0211 c,3.0,Radial Velocity,2475.8801,,4850.0,0.71,0.022862614,0.094547648,6.886275,56.3435582822086,0.94,0.83,,Cancer,8.7031926,19.277044,0
3779,Proxima Cen b,3.0,Radial Velocity,1.271312,,11.186,0.35,0.68966317,0.86745445,0.051470625,0.39877300613496935,0.12,0.14,M5.5 V,Centaurus,14.495264,-61.320515,1
3780,Qatar-1 b,3.0,Transit,411.26944,12.81303,1.4200242,0.0,665.88978,0.071185251,0.02332,57.242331288343564,0.84,0.8,,Draco,20.225446,65.162041,0
3781,Qatar-10 b,3.0,Transit,233.92141,17.29703,1.645321,0.0,2407.2286,0.053513592,0.0286,165.33742331288346,1.16,1.25,F7 V,Draco,18.962928,69.570836,0
3782,Qatar-2 b,3.0,Transit,792.66304,14.05734,1.3371165,0.0,547.43513,0.066000207,0.02153,55.92638036809816,0.74,0.78,,Virgo,13.843725,-5.195972,0
3783,Qatar-3 b,3.0,Transit,1369.8387,12.28616,2.5079204,0.0,1314.7826,0.073027205,0.03783,230.36503067484665,1.15,1.27,G0 V,Andromeda,23.943468,36.212971,0
3784,Qatar-4 b,3.0,Transit,1938.7508,12.72335,1.8053564,0.0,609.39313,0.071769754,0.02803,101.89263803680983,0.9,0.85,K1 V,Andromeda,0.32395108,44.027640999999996,0
